Utterance,Type,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,ID,Comments,TS,Sub topic,Dialogue_Act,Emotion,Valence,Arousal,Dominance,Trust,SE
"right. Yeah, it's I mean, it's kind of like it's put me in a difficult spot like I definitely I definitely want to get that job but you know, if I cut it if I cut out smoking like, I don't know what else I would do, like if I if I started to have a panic attack or if if I was really like anxious about Like anything that I'm worrying about, like i don't i don't know what i did copes.",P,,,,,,,148_8,,,,,,,,,,
Have you been treated for anxiety before?,T,1.0,1.0,0.0,2.0,1.0,0.0,148_9,,,,,,,,,,
"Um, I did therapy for a little bit, but it was like, I don't know, back then it was kind of like when the anxiety was just starting, so it wasn't too big of a problem. So I like I quit there because it wasn't really doing that much. Yeah.",P,,,,,,,148_10,,,,,,,,,,
You take the marijuana for any other reason other than to help with the anxiety.,T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,148_11,,,,,,,,,,
"I mean, like, if I'm bored or maybe if I'm like hanging out with buddies, like, I don't really have a reason not to do it. I can tell now, but it wasn't like, like, I really use it whenever I'm like feeling really anxious about something.",P,,,,,,,148_12,,,,,,,,,,
"So and you may not be able to answer this question, but if you didn't have any anxiety would that change your motivation to use marijuana?",T,-1.0,0.0,-1.0,1.0,-1.0,1.0,148_13,,,,,,,,,,
If I didn't have like any kind of anxiety?,P,,,,,,,148_14,,,,,,,,,,
Hmm,T,0.0,-1.0,-1.0,1.0,-1.0,1.0,148_15,,,,,,,,,,
"Umm like it was so be kind of tough to give up. Because like, if I'm hanging out with my buddies and they offer it to me like that's that's always pretty chill but I don't like I really I'm really looking forward to this job and like the benefits of having that job without weighing the benefits of just like smoking smoking with my buddies so",P,,,,,,,148_16,,,,,,,,,,
so you're excited about the job?,T,-1.0,-2.0,-1.0,-1.0,-2.0,1.0,148_17,,,,,,,,,,
"I am? Yeah, it's it's almost kind of a dream job.",P,,,,,,,148_18,,,,,,,,,,
really tell me about?,T,0.0,-1.0,1.0,-1.0,1.0,-1.0,148_19,,,,,,,,,,
"Well, it's working with it's working with kids with autism in the school. So like, I would be kind of like, almost like a personal TA in a way. So like, it's part of an inclusion program. So when the kids are going into the class, like I would either sit with them or like maybe back behind the class and kind of like help them out in case something comes up. And it's just my brother has autism that's like it's that's something that I've always really kind of wanted to work with.",P,,,,,,,148_20,,,,,,,,,,
So it sounds like your real passion for this type of work.,T,0.0,2.0,2.0,-1.0,1.0,-1.0,148_21,,,,,,,,,,
Hmm,P,,,,,,,148_22,,,,,,,,,,
"And really, the big obstacle here is this marijuana?",T,-1.0,0.0,-1.0,1.0,-1.0,1.0,148_23,,,,,,,,,,
"It is it's like a catch 22 because it's like, I know the job will be great, but it's like it's a it's a big step for me to take that job. And it's, it's gonna be super umm It's gonna make me super anxious. You know, it's gonna be like, it's gonna be a lot of anxiety taking a new job. So it's like, if I have to give up the marijuana and then like, not have another way to cope with anxiety, like to get the job. It's like a catch 22",P,,,,,,,148_24,,,,,,,,,,
"Yeah, it's a predicament. You're kind of weighing both sides of this right. Now. I'm wondering. Do you have Do you think you'd have like a physical craving for the marijuana?",T,-1.0,0.0,-1.0,1.0,-1.0,1.0,148_25,,,,,,,,,,
"No  I mean, not really No.",P,,,,,,,148_26,,,,,,,,,,
So you're really using it recreationally and as an anti anxiety agent?,T,-1.0,-2.0,-1.0,1.0,-1.0,-1.0,148_27,,,,,,,,,,
"Yeah. Yeah, pretty much.",P,,,,,,,148_28,,,,,,,,,,
"So if you were I know you didn't have great success before therapy, to combat anxiety, but if you were being treated for anxiety and working that job, which seems like you would really like do you think you'd be able to stay with the marijuana?",T,-1.0,0.0,-1.0,1.0,-1.0,1.0,148_29,,,,,,,,,,
"I think if the therapy really worked, I would be able to, like, it's just so easy now just to kind of light up. Like, that's an easy fix. And, like, I don't think therapy is going to be that instant. So like it would, it would be tough. I think if I had real confidence that the therapy would work, I could do it. But I mean, it was I have to it would definitely have to work like I just as well as as smoking. ",P,,,,,,,148_30,,,,,,,,,,
You would need to see results ?,T,2.0,2.0,0.0,-1.0,0.0,-1.0,148_31,,,,,,,,,,
"Yeah, yeah, definitely",P,,,,,,,148_32,,,,,,,,,,
would having the job that you're passionate about reduce your anxiety ?,T,-1.0,1.0,0.0,-1.0,1.0,0.0,148_33,,,,,,,,,,
"After a while, like after I got used to this job, but like just starting the new job would make me kind of anxious. And then like it would be tough not not to smoke or doing that. Like I don't I don't want to get on a drug test anymore because like it's it's being decriminalized being legalized so many places, and there's so much research, saying that it's not that bad. It's kind of like, it's really upsetting that the place that I really want to work sas that policy, I think it's really silly.",P,,,,,,,148_34,,,,,,,,,,
you're frustrated. Marijuana is illegal.,T,-1.0,0.0,-1.0,1.0,-1.0,1.0,148_35,,,,,,,,,,
"Yeah, it's Yeah.",P,,,,,,,148_36,,,,,,,,,,
"At the same time, it's the reality you're living in.",T,2.0,-1.0,0.0,-1.0,-2.0,2.0,148_37,,,,,,,,,,
"Right.. Yeah, it's either They will be legalized in like in the state in a couple of years. But until then, like,I mean, I can't wait that long to start start working so",P,,,,,,,148_38,,,,,,,,,,
until then you still need to address this dilemma?,T,-1.0,0.0,-1.0,2.0,1.0,2.0,148_39,,,,,,,,,,
"Right? Yeah, it's still a problem.",P,,,,,,,148_40,,,,,,,,,,
"So you have choices here, right.  You can continue to use the marijuana and not take the job. ",T,-1.0,0.0,-1.0,1.0,-1.0,1.0,148_41,,,,,,,,,,
Hmm.,P,,,,,,,148_42,,,,,,,,,,
"And that seems like something that has some advantages for you, but some, some disadvantages, right?",T,2.0,2.0,0.0,-1.0,1.0,2.0,148_43,,,,,,,,,,
Right,P,,,,,,,148_44,,,,,,,,,,
Because you would really like that job.,T,0.0,-1.0,-1.0,-2.0,2.0,2.0,148_45,,,,,,,,,,
"Yeah. And I would, it's it sounds so pathetic to be like, No, I don't want to take my dream job because I need weed like, sounds really stupid.",P,,,,,,,148_46,,,,,,,,,,
So where do you think you are in terms of making this change? Do you feel motivated to take some steps toward it?,T,-1.0,0.0,-1.0,1.0,-1.0,1.0,148_47,,,,,,,,,,
"I don't like I'm, I'm still kind of on the fence because like if I if I have to give it up for the job, I could do that. But I would definitely need, like some other way to get rid of all this anxiety. Like, whether it's therapy or whether it's like something else I yeah, I would, I would definitely need like a substitute if I got rid of it for good. ",P,,,,,,,148_48,,,,,,,,,,
"So you definitely, definitely need it?",T,1.0,1.0,0.0,-1.0,1.0,0.0,148_49,,,,,,,,,,
Yeah,P,,,,,,,148_50,,,,,,,,,,
So you can't give up the marijuana unless you have some other available alternative that would help with that anxiety?,T,-1.0,0.0,-1.0,1.0,-1.0,1.0,148_51,,,,,,,,,,
Right.,P,,,,,,,148_52,,,,,,,,,,
That's that's key to you to make this change.,T,2.0,2.0,0.0,-1.0,1.0,0.0,148_53,,,,,,,,,,
"Yeah. Yeah, definitely. ",P,,,,,,,148_54,,,,,,,,,,
"But at the same time, that would be ideal, because then you could take the job.",T,0.0,-1.0,1.0,-1.0,-2.0,-1.0,148_55,,,,,,,,,,
"Right? Yeah. I mean, I mean, if I really thought that I could, like get some kind of treatment that was as good as weed. Yeah, I mean, I could maybe quit, especially the house to get the job, especially.",P,,,,,,,148_56,,,,,,,,,,
"So with anxiety reduction, your chances of stopping marijuana increase, and then you could take the job that you want",T,-1.0,0.0,-1.0,1.0,-1.0,1.0,148_57,,,,,,,,,,
"Yeah, yeah, I mean, that would be the best the best outcome.",P,,,,,,,148_58,,,,,,,,,,
Is that the outcome you would most want?,T,2.0,1.0,0.0,-1.0,-2.0,2.0,148_59,,,,,,,,,,
"Yeah, I think so. I think I could give up record, like, doing it with my buddies recreationally. I could, yeah, I'm just going to have a cigarette.",P,,,,,,,148_60,,,,,,,,,,
"So here's what I'm thinking. And let me know what you think about this. When you come back next week, right? What if we start looking at this anxiety? When we start, you know, I start treating anxiety. We'll see if we can get it reduced. And kind of work from there. Because maybe when you start to feel if that works, and that anxiety starts to abate, it sounds like it'll just be easier for you to stop the marijuana usage.",T,-1.0,0.0,-1.0,1.0,-1.0,1.0,148_61,,,,,,,,,,
Yeah. Yeah.,P,,,,,,,148_62,,,,,,,,,,
What kind of timeframe Are you on in terms of taking this job?,T,0.0,-1.0,1.0,-1.0,2.0,2.0,148_63,,,,,,,,,,
"I mean, the job. It has a high turnover rate, so Like, even if I think I need to apply this week, but if I don't get in more than likely another position like it will open up, like within a month or two.",P,,,,,,,148_64,,,,,,,,,,
And when would they drug test you?,T,-1.0,0.0,-1.0,1.0,0.0,2.0,148_65,,,,,,,,,,
"It would be like, Oh, all right after I apply, so I applied and then did the interview. That's when they will give him the paperwork. And I have to go get drug tested on.",P,,,,,,,148_66,,,,,,,,,,
And when did the last time you use Marijuana?,T,-1.0,0.0,-1.0,1.0,-1.0,2.0,148_67,,,,,,,,,,
just a couple days ago.,P,,,,,,,148_68,,,,,,,,,,
To see what I'm getting that ?,T,1.0,1.0,-1.0,-1.0,-2.0,-1.0,148_69,,,,,,,,,,
"Yeah, yeah, it's uh, yeah. So I like I wouldn't be able to do, I wouldn't be able to make it this application. But I would like to be off it by the next one.",P,,,,,,,148_70,,,,,,,,,,
So you're fortunate in the sense that the turnover is high,T,1.0,-1.0,0.0,2.0,-2.0,2.0,148_71,,,,,,,,,,
right,P,,,,,,,148_72,,,,,,,,,,
Because it gives you an opportunity to apply later on. So do you feel like you can invest in that plan? Let's work on the anxiety. See what happened with the marijuana. See if we can Reduce your usage of it or have you stop that altogether? And then kind of move towards this job?,T,-1.0,0.0,-1.0,1.0,-1.0,1.0,148_73,,,,,,,,,,
"Yeah, yeah, I could deal with that.",P,,,,,,,148_74,,,,,,,,,,
"Right. So next time you come in, we'll start talking about the anxiety. And let's see what we can do about that. We'll kind of move from there.",T,1.0,1.0,0.0,-1.0,1.0,0.0,148_75,,,,,,,,,,
All right. Yeah. Sounds good.,P,,,,,,,148_76,,,,,,,,,,
Sounds good ?,T,2.0,2.0,1.0,2.0,2.0,2.0,148_77,,,,,,,,,,
Yeah,P,,,,,,,148_78,,,,,,,,,,
"Thanks, Kylie",T,2.0,2.0,1.0,1.0,1.0,2.0,148_79,,,,,,,,,,
Thank you.,P,,,,,,,148_80,,,,,,,,,,
"Hello, Maria, it's nice to see you.",T,2.0,2.0,-2.0,-2.0,-2.0,2.0,40_1,,,,,,,,,,
Hello. I wish I could say it's nice to see you but it's never good to go to the doctor.,P,,,,,,,40_2,,,,,,,,,,
"Fortunately for me, I hear that a lot. So we're going to be talking about ways to manage your blood clots and options for treatment. But first I'd like to check in on a few things. The first is you're smoking. You were to half pack at during your last visit and we talked about how important it is for To quit, I'd say it's even more important now that smoking is associated with DVT. So, have you quit?",T,2.0,0.0,-1.0,0.0,-2.0,-1.0,40_3,,,,,,,,,,
"No, I haven't quit.",P,,,,,,,40_4,,,,,,,,,,
So deep. Do you remember our conversation from our last visit? That's when I give you the information about quitting smoking and the contact number for tobacco treatment specialist.,T,2.0,0.0,-1.0,0.0,-2.0,-1.0,40_5,,,,,,,,,,
"Yes, I remember. But no, I didn't quit. And no, I didn't call her. ",P,,,,,,,40_6,,,,,,,,,,
And why is that?,T,2.0,1.0,-1.0,1.0,-2.0,-1.0,40_7,,,,,,,,,,
"I'm not ready. And I'm too upset to talk about this. I don't mean to be rude doctor. But I've had a hard time lately. And I'm not in the mood for you to get mad at me for not quitting. I'll let you know when I'm ready. We can talk about it. But here now today, I'm here to talk about my blood clots.",P,,,,,,,40_8,,,,,,,,,,
"Well, we're on the same page then because that's exactly why I'm talking to you about quitting smoking, because smoking is a major risk factor for DVT. Even if you even if we treat you now if you don't quit smoking, I'm afraid the blood clots will return again.",T,2.0,0.0,-1.0,0.0,-2.0,-1.0,40_9,,,,,,,,,,
