Utterance,Type,ID
Right. And they're just going to know and and then they might question some other things I've said.,P,LmB3ZQ2F1MY_16
Things that are not tennis related?,T,LmB3ZQ2F1MY_17
Yeah. So...,P,LmB3ZQ2F1MY_18
"Um, do you feel that in your relationship with these friends that you have not been honest uh frequently, a few times? Like how would you categorize...",T,LmB3ZQ2F1MY_19
"This is really hard to admit. It's just stupid, I just, it's stupid, it's just something I do sometimes. Um, I get kind of caught up or I'm feeling left out of a situation and they're all talking about a topic and I want to fit in, so um I might say a couple of things that make it sound like I know what I'm talking about or that I can relate to the topic when I can't.",P,LmB3ZQ2F1MY_20
"In social situations when you're feeling isolated from the conversation or or maybe detached from the the uh people, you create a story that helps reintegrate you back into that conversation.",T,LmB3ZQ2F1MY_21
"Yeah. Yeah. Um, you know, it's it's hard, I feel stupid just standing there like having no idea like when they talk about traveling and seeing different cities and stuff, I haven't really been outside of my small town, you know, I've gone to Florida, um I went to Disney World, I went to Epcot. So, you know, when they're talking about going to Paris and seeing the Eiffel Tower and seeing Notre Dame or they're talking about going to Rome and and I just I can't I don't really have anything to say, I don't really have that kind of a life and it's not very exciting. So sometimes I might say stuff about that and it's a lot of little things, you know, that I just I find myself saying things that aren't true and trying to just go along with what they're talking about um when I don't even know what what they're saying, you know. Um when they talk about fashion or they talk about um just different things and I I don't know what to do in that situation then I'm just finding myself just making things up and saying things that I think that they want to hear. And I don't even know if they believe it, you know, I I kind of got the feeling this time that they were kind of calling me out because they were they were getting an idea of what I had been doing and it was really embarrassing and I feel like I just want to run away from the situation and I don't want to talk to anybody and I just want to break off friendships.",P,LmB3ZQ2F1MY_22
"So so a possible solution to the what you consider the inevitable embarrassment if you have to play tennis with them is to to just not see them, just not return their calls.",T,LmB3ZQ2F1MY_23
Right. I just I don't want them to know what you know that I have a really boring life and that I don't I'm not as smart as they are and I'm not as successful and I just I don't want them to know and I don't that I'm kind of like a loser compared to all their exciting things that they do and and say and I just don't match up.,P,LmB3ZQ2F1MY_24
You feel you can't keep up with them on on really so many levels. You talked about travel and fashion and of course now the athletics area with the tennis. So there's a sense of being inadequate when you're with them?,T,LmB3ZQ2F1MY_25
"Oh, yeah. Yeah, definitely.",P,LmB3ZQ2F1MY_26
"So your options here are somewhat restricted, right? Um just let them go as friends um or go and play tennis and they'll figure out that you might have been making up that story, or I suppose telling them the truth, right, would would be an option as well. Have you thought about the different options available?",T,LmB3ZQ2F1MY_27
"I mean, I have. Um, and I don't want to lose my friends, you know, I enjoy being with them but it's like I'm going to be mortified if I go out there and try to teach them things I don't know, I mean I guess I could maybe watch some YouTube videos but you know they're going to realize that I've never played and they're going to realize that they're better than I am, um you know and I I wonder if they'll still accept me if I tell them the truth.",P,LmB3ZQ2F1MY_28
So you fear you might have lost them either way at this point?,T,LmB3ZQ2F1MY_29
"Yeah, but maybe there's a chance if I tell them the truth that they might have, you know, some understanding of what I've been doing because I don't even understand it myself. But...",P,LmB3ZQ2F1MY_30
"Um, how long has this been going on? Like the exaggeration or or less than complete honesty in these social situations?",T,LmB3ZQ2F1MY_31
"Well, it's really when I get really nervous about being around a group or you know get around people that I really admire and and I feel like I can't match up to them so, I don't know. I probably did it here and there in high school when I was a kid but it's just lately it's it's been more as I started um, you know, I got a new job with this really big company and um I have more responsibility and and I got promoted so I'm kind of in circles with people that really intelligent and successful and um, you know, financially secure and so it's probably when I get into to situations socially with people that I really feel are above me, you know, whether it be socially or just intellectually.",P,LmB3ZQ2F1MY_32
So your circle of friends is one group that you've been less than honest with. Any other individuals or groups that you've been less than honest with?,T,LmB3ZQ2F1MY_33
"Um, no, not really. It's just really been in these friendship groups. Like I think with my family they know me and they know who I am so I feel comfortable. Um, I take a lot of pride in my job so I I don't do anything there, you know, I'm pretty honest with my um with anyone who's under me and and above me obviously. So it's nothing like that, it's just this really strange pressured social situation, I just kind of I lose all confidence at that point when I'm hearing what other people are doing and and how successful they are.",P,LmB3ZQ2F1MY_34
"So I wonder, has there ever been a situation where you're with your friends and they're kind of doing what you described where they're talking about their accomplishments and you have chosen to to not be less than honest? Like either you've made no contribution to the conversation or you made the contribution that was within you know that was truthful? Has that ever occurred?",T,LmB3ZQ2F1MY_35
"Have I ever been truthful? Um, only if it's an area that I feel confident in.",P,LmB3ZQ2F1MY_36
"Okay, but but you have been a few times, right? But only if you start out confident.",T,LmB3ZQ2F1MY_37
Yeah.,P,LmB3ZQ2F1MY_38
"How is um, how's that worked out?",T,LmB3ZQ2F1MY_39
"Well, it's been great. I mean, it's fine. It I guess it works like normal. It's fine. Like we have good conversation and we get along, we laugh and it's I feel I feel comfortable. I get really anxious when I start telling lies like it doesn't feel comfortable and I know I'm telling lies and I'm getting caught up in it and then it's just building and building and building and then I don't even know, I don't even know what I've said anymore. People say things to me sometimes I'm like, oh yeah, yeah, that's true.",P,LmB3ZQ2F1MY_40
You can't remember what you told them.,T,LmB3ZQ2F1MY_41
I don't remember.,P,LmB3ZQ2F1MY_42
"So really, I mean from what you're describing, there's two outcomes to these social situations that occur. One is that you're less than honest and you don't feel good about yourself when you do that, or if it happens to be an area where you are confident you can participate in that discussion. But but it seems like what you haven't tried is when you're not confident, kind of still being honest, right? Because that's when that sense of inadequacy is really strong for you.",T,LmB3ZQ2F1MY_43
Yeah.,P,LmB3ZQ2F1MY_44
What do you suppose would happen if you weren't as impressive as they were and you relayed that? Like in the particular area that they're discussing?,T,LmB3ZQ2F1MY_45
"I don't know, you know, I think they would think I was I didn't belong there, I didn't belong with them, you know, that I wasn't really good enough to be their friend and kind of as I'm saying it out loud, it seems kind of weird to say it out loud, but I guess that's what I'm thinking. I'm thinking that if people see who I really am, you know, they're not going to like it.",P,LmB3ZQ2F1MY_46
But you've not really tested that theory.,T,LmB3ZQ2F1MY_47
No.,P,LmB3ZQ2F1MY_48
And you know what the outcome is from being less than honest because you're stuck in that situation now.,T,LmB3ZQ2F1MY_49
Yeah.,P,LmB3ZQ2F1MY_50
"With some difficult choices, right?",T,LmB3ZQ2F1MY_51
Yeah.,P,LmB3ZQ2F1MY_52
"And you know no one's good at everything so you can't always count on having that feeling of confidence that would allow you to be honest with them and fully engage in the conversation. Right. So you'll have to decide what to do there, but it seems like it might be worth trying that, right, trying the honesty route and and see if that see what feelings come out of that.",T,LmB3ZQ2F1MY_53
"Well I feel like I just like even with just this situation, I just don't want to be here again. You know, I know that I took this way too far and at times when people are coming up to me and I don't even remember what I said, I was I was starting to get that sense. This is the first time that I'm really caught red handed and so I'm almost forced at this point to make a decision and you know I don't want to hit the nuke button, I don't want to just decide to just disappear from my friendships. So I maybe it'll help if I just say this is this is what I do sometimes and it's not okay but I did it this time and I'm sorry. You know I don't know if I'll end up with any friendships anyway but...",P,LmB3ZQ2F1MY_54
Well there's no doubt you have hard choices. Um and I think you can see you've kind of constructed that the the less than honesty policy has led to this situation and you don't want it to repeat.,T,LmB3ZQ2F1MY_55
